"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Preu_mitja_habitatge","Valor"
2023,2,8,"Nou Barris",52,"la Prosperitat","Nou. Milers d'euros","--"
2023,2,8,"Nou Barris",53,"la Trinitat Nova","Nou. Milers d'euros","--"
2023,2,8,"Nou Barris",54,"Torre Baró","Nou. Milers d'euros","--"
2023,2,8,"Nou Barris",55,"Ciutat Meridiana","Nou. Milers d'euros","--"
2023,2,8,"Nou Barris",56,"Vallbona","Nou. Milers d'euros","--"
2023,2,9,"Sant Andreu",57,"la Trinitat Vella","Nou. Milers d'euros","--"
2023,2,9,"Sant Andreu",58,"Baró de Viver","Nou. Milers d'euros","--"
2023,2,9,"Sant Andreu",59,"el Bon Pastor","Nou. Milers d'euros","--"
2023,2,9,"Sant Andreu",60,"Sant Andreu","Nou. Milers d'euros","475.1"
2023,2,9,"Sant Andreu",61,"la Sagrera","Nou. Milers d'euros","--"
2023,2,9,"Sant Andreu",62,"el Congrés i els Indians","Nou. Milers d'euros","--"
2023,2,9,"Sant Andreu",63,"Navas","Nou. Milers d'euros","--"
2023,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Nou. Milers d'euros","--"
2023,2,10,"Sant Martí",65,"el Clot","Nou. Milers d'euros","--"
2023,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Nou. Milers d'euros","556.7"
2023,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Nou. Milers d'euros","--"
2023,2,10,"Sant Martí",68,"el Poblenou","Nou. Milers d'euros","452.0"
2023,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Nou. Milers d'euros","298.0"
2023,2,10,"Sant Martí",70,"el Besòs i el Maresme","Nou. Milers d'euros","336.8"
2023,2,10,"Sant Martí",71,"Provençals del Poblenou","Nou. Milers d'euros","194.8"
2023,2,10,"Sant Martí",72,"Sant Martí de Provençals","Nou. Milers d'euros","--"
2023,2,10,"Sant Martí",73,"la Verneda i la Pau","Nou. Milers d'euros","--"
2023,2,1,"Ciutat Vella",1,"el Raval","Usat. Milers d'euros","203.0"
2023,2,1,"Ciutat Vella",2,"el Barri Gòtic","Usat. Milers d'euros","355.9"
2023,2,1,"Ciutat Vella",3,"la Barceloneta","Usat. Milers d'euros","238.5"
2023,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Usat. Milers d'euros","313.5"
2023,2,2,"Eixample",5,"el Fort Pienc","Usat. Milers d'euros","358.1"
2023,2,2,"Eixample",6,"la Sagrada Família","Usat. Milers d'euros","324.6"
2023,2,2,"Eixample",7,"la Dreta de l'Eixample","Usat. Milers d'euros","660.6"
2023,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Usat. Milers d'euros","487.4"
2023,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Usat. Milers d'euros","353.3"
2023,2,2,"Eixample",10,"Sant Antoni","Usat. Milers d'euros","350.1"
2023,2,3,"Sants-Montjuïc",11,"el Poble Sec","Usat. Milers d'euros","223.6"
2023,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Usat. Milers d'euros","--"
2023,2,3,"Sants-Montjuïc",13,"la Marina de Port","Usat. Milers d'euros","254.7"
2023,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Usat. Milers d'euros","251.0"
2023,2,3,"Sants-Montjuïc",15,"Hostafrancs","Usat. Milers d'euros","198.6"
2023,2,3,"Sants-Montjuïc",16,"la Bordeta","Usat. Milers d'euros","235.8"
2023,2,3,"Sants-Montjuïc",17,"Sants - Badal","Usat. Milers d'euros","187.8"
2023,2,3,"Sants-Montjuïc",18,"Sants","Usat. Milers d'euros","323.9"
2023,2,4,"Les Corts",19,"les Corts","Usat. Milers d'euros","380.9"
2023,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Usat. Milers d'euros","436.5"
2023,2,4,"Les Corts",21,"Pedralbes","Usat. Milers d'euros","889.9"
2023,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Usat. Milers d'euros","410.6"
2023,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Usat. Milers d'euros","794.1"
2023,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Usat. Milers d'euros","986.1"
2023,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Usat. Milers d'euros","807.6"
2023,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Usat. Milers d'euros","810.7"
2023,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Usat. Milers d'euros","493.8"
2023,2,6,"Gràcia",28,"Vallcarca i els Penitents","Usat. Milers d'euros","343.7"
2023,2,6,"Gràcia",29,"el Coll","Usat. Milers d'euros","214.3"
2023,2,6,"Gràcia",30,"la Salut","Usat. Milers d'euros","374.6"
2023,2,6,"Gràcia",31,"la Vila de Gràcia","Usat. Milers d'euros","354.3"
2023,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Usat. Milers d'euros","318.2"
2023,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Usat. Milers d'euros","266.2"
2023,2,7,"Horta-Guinardó",34,"Can Baró","Usat. Milers d'euros","187.3"
2023,2,7,"Horta-Guinardó",35,"el Guinardó","Usat. Milers d'euros","263.2"
2023,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Usat. Milers d'euros","333.3"
2023,2,7,"Horta-Guinardó",37,"el Carmel","Usat. Milers d'euros","166.1"
2023,2,7,"Horta-Guinardó",38,"la Teixonera","Usat. Milers d'euros","163.6"
2023,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Usat. Milers d'euros","176.6"
2023,2,7,"Horta-Guinardó",40,"Montbau","Usat. Milers d'euros","181.3"
2023,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Usat. Milers d'euros","240.8"
2023,2,7,"Horta-Guinardó",42,"la Clota","Usat. Milers d'euros","--"
2023,2,7,"Horta-Guinardó",43,"Horta","Usat. Milers d'euros","209.7"
2023,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Usat. Milers d'euros","188.9"
2023,2,8,"Nou Barris",45,"Porta","Usat. Milers d'euros","198.7"
2023,2,8,"Nou Barris",46,"el Turó de la Peira","Usat. Milers d'euros","162.5"
2023,2,8,"Nou Barris",47,"Can Peguera","Usat. Milers d'euros","215.0"
2023,2,8,"Nou Barris",48,"la Guineueta","Usat. Milers d'euros","194.0"
2023,2,8,"Nou Barris",49,"Canyelles","Usat. Milers d'euros","224.7"
2023,2,8,"Nou Barris",50,"les Roquetes","Usat. Milers d'euros","110.6"
2023,2,8,"Nou Barris",51,"Verdun","Usat. Milers d'euros","151.8"
2023,2,8,"Nou Barris",52,"la Prosperitat","Usat. Milers d'euros","156.8"
2023,2,8,"Nou Barris",53,"la Trinitat Nova","Usat. Milers d'euros","96.4"
2023,2,8,"Nou Barris",54,"Torre Baró","Usat. Milers d'euros","100.1"
2023,2,8,"Nou Barris",55,"Ciutat Meridiana","Usat. Milers d'euros","108.4"
2023,2,8,"Nou Barris",56,"Vallbona","Usat. Milers d'euros","130.0"
2023,2,9,"Sant Andreu",57,"la Trinitat Vella","Usat. Milers d'euros","117.8"
2023,2,9,"Sant Andreu",58,"Baró de Viver","Usat. Milers d'euros","--"
2023,2,9,"Sant Andreu",59,"el Bon Pastor","Usat. Milers d'euros","163.6"
2023,2,9,"Sant Andreu",60,"Sant Andreu","Usat. Milers d'euros","266.0"
2023,2,9,"Sant Andreu",61,"la Sagrera","Usat. Milers d'euros","226.3"
2023,2,9,"Sant Andreu",62,"el Congrés i els Indians","Usat. Milers d'euros","253.8"
2023,2,9,"Sant Andreu",63,"Navas","Usat. Milers d'euros","226.9"
2023,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Usat. Milers d'euros","283.2"
2023,2,10,"Sant Martí",65,"el Clot","Usat. Milers d'euros","260.0"
2023,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Usat. Milers d'euros","293.6"
2023,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Usat. Milers d'euros","450.5"
2023,2,10,"Sant Martí",68,"el Poblenou","Usat. Milers d'euros","369.7"
2023,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Usat. Milers d'euros","443.2"
2023,2,10,"Sant Martí",70,"el Besòs i el Maresme","Usat. Milers d'euros","168.8"
2023,2,10,"Sant Martí",71,"Provençals del Poblenou","Usat. Milers d'euros","272.3"
2023,2,10,"Sant Martí",72,"Sant Martí de Provençals","Usat. Milers d'euros","198.9"
2023,2,10,"Sant Martí",73,"la Verneda i la Pau","Usat. Milers d'euros","173.1"
2023,2,1,"Ciutat Vella",1,"el Raval","Total. Euros/m2 construït","3331.9"
2023,2,1,"Ciutat Vella",2,"el Barri Gòtic","Total. Euros/m2 construït","4443.3"
2023,2,1,"Ciutat Vella",3,"la Barceloneta","Total. Euros/m2 construït","4739.3"
2023,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Total. Euros/m2 construït","4574.0"
2023,2,2,"Eixample",5,"el Fort Pienc","Total. Euros/m2 construït","4527.2"
2023,2,2,"Eixample",6,"la Sagrada Família","Total. Euros/m2 construït","4391.2"
2023,2,2,"Eixample",7,"la Dreta de l'Eixample","Total. Euros/m2 construït","6332.7"
2023,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Total. Euros/m2 construït","5232.4"
2023,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Total. Euros/m2 construït","4412.0"
2023,2,2,"Eixample",10,"Sant Antoni","Total. Euros/m2 construït","4372.9"
2023,2,3,"Sants-Montjuïc",11,"el Poble Sec","Total. Euros/m2 construït","3796.8"
2023,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Total. Euros/m2 construït","--"
2023,2,3,"Sants-Montjuïc",13,"la Marina de Port","Total. Euros/m2 construït","3871.4"
2023,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Total. Euros/m2 construït","3294.0"
2023,2,3,"Sants-Montjuïc",15,"Hostafrancs","Total. Euros/m2 construït","2953.0"
2023,2,3,"Sants-Montjuïc",16,"la Bordeta","Total. Euros/m2 construït","4086.8"
2023,2,3,"Sants-Montjuïc",17,"Sants - Badal","Total. Euros/m2 construït","3057.8"
2023,2,3,"Sants-Montjuïc",18,"Sants","Total. Euros/m2 construït","4522.4"
2023,2,4,"Les Corts",19,"les Corts","Total. Euros/m2 construït","4525.0"
2023,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Total. Euros/m2 construït","4681.8"
2023,2,4,"Les Corts",21,"Pedralbes","Total. Euros/m2 construït","5749.3"
2023,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Total. Euros/m2 construït","2194.1"
2023,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Total. Euros/m2 construït","6515.8"
2023,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Total. Euros/m2 construït","6525.8"
2023,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Total. Euros/m2 construït","6093.0"
2023,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Total. Euros/m2 construït","6100.7"
2023,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Total. Euros/m2 construït","4643.9"
2023,2,6,"Gràcia",28,"Vallcarca i els Penitents","Total. Euros/m2 construït","4023.1"
2023,2,6,"Gràcia",29,"el Coll","Total. Euros/m2 construït","2991.8"
2023,2,6,"Gràcia",30,"la Salut","Total. Euros/m2 construït","4215.6"
2023,2,6,"Gràcia",31,"la Vila de Gràcia","Total. Euros/m2 construït","4590.0"
2023,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Total. Euros/m2 construït","4493.3"
2023,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Total. Euros/m2 construït","3894.8"
2023,2,7,"Horta-Guinardó",34,"Can Baró","Total. Euros/m2 construït","2852.2"
2023,2,7,"Horta-Guinardó",35,"el Guinardó","Total. Euros/m2 construït","3811.0"
2023,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Total. Euros/m2 construït","3740.8"
2023,2,7,"Horta-Guinardó",37,"el Carmel","Total. Euros/m2 construït","2568.6"
2023,2,7,"Horta-Guinardó",38,"la Teixonera","Total. Euros/m2 construït","2802.0"
2023,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Total. Euros/m2 construït","3167.7"
2023,2,7,"Horta-Guinardó",40,"Montbau","Total. Euros/m2 construït","2712.5"
2023,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Total. Euros/m2 construït","4524.1"
2023,2,7,"Horta-Guinardó",42,"la Clota","Total. Euros/m2 construït","--"
2023,2,7,"Horta-Guinardó",43,"Horta","Total. Euros/m2 construït","3338.9"
2023,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Total. Euros/m2 construït","2869.8"
2023,2,8,"Nou Barris",45,"Porta","Total. Euros/m2 construït","2505.2"
2023,2,8,"Nou Barris",46,"el Turó de la Peira","Total. Euros/m2 construït","2491.4"
2023,2,8,"Nou Barris",47,"Can Peguera","Total. Euros/m2 construït","2905.4"
2023,2,8,"Nou Barris",48,"la Guineueta","Total. Euros/m2 construït","2570.5"
2023,2,8,"Nou Barris",49,"Canyelles","Total. Euros/m2 construït","2735.6"
2023,2,8,"Nou Barris",50,"les Roquetes","Total. Euros/m2 construït","2091.6"
2023,2,8,"Nou Barris",51,"Verdun","Total. Euros/m2 construït","2350.6"
2023,2,8,"Nou Barris",52,"la Prosperitat","Total. Euros/m2 construït","2651.4"
2023,2,8,"Nou Barris",53,"la Trinitat Nova","Total. Euros/m2 construït","1871.2"
2023,2,8,"Nou Barris",54,"Torre Baró","Total. Euros/m2 construït","1549.2"
2023,2,8,"Nou Barris",55,"Ciutat Meridiana","Total. Euros/m2 construït","1910.3"
2023,2,8,"Nou Barris",56,"Vallbona","Total. Euros/m2 construït","509.8"
2023,2,9,"Sant Andreu",57,"la Trinitat Vella","Total. Euros/m2 construït","2472.2"
2023,2,9,"Sant Andreu",58,"Baró de Viver","Total. Euros/m2 construït","--"
2023,2,9,"Sant Andreu",59,"el Bon Pastor","Total. Euros/m2 construït","2410.6"
2023,2,9,"Sant Andreu",60,"Sant Andreu","Total. Euros/m2 construït","3748.7"
2023,2,9,"Sant Andreu",61,"la Sagrera","Total. Euros/m2 construït","3396.6"
2023,2,9,"Sant Andreu",62,"el Congrés i els Indians","Total. Euros/m2 construït","3705.2"
2023,2,9,"Sant Andreu",63,"Navas","Total. Euros/m2 construït","3002.8"
2023,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Total. Euros/m2 construït","4024.0"
2023,2,10,"Sant Martí",65,"el Clot","Total. Euros/m2 construït","3529.1"
2023,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Total. Euros/m2 construït","4778.0"
2023,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Total. Euros/m2 construït","5972.7"
2023,2,10,"Sant Martí",68,"el Poblenou","Total. Euros/m2 construït","5418.8"
2023,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Total. Euros/m2 construït","4890.0"
2023,2,10,"Sant Martí",70,"el Besòs i el Maresme","Total. Euros/m2 construït","2717.2"
2023,2,10,"Sant Martí",71,"Provençals del Poblenou","Total. Euros/m2 construït","3604.5"
2023,2,10,"Sant Martí",72,"Sant Martí de Provençals","Total. Euros/m2 construït","2831.1"
2023,2,10,"Sant Martí",73,"la Verneda i la Pau","Total. Euros/m2 construït","2262.3"
2023,2,1,"Ciutat Vella",1,"el Raval","Nou. Euros/m2 construït","--"
2023,2,1,"Ciutat Vella",2,"el Barri Gòtic","Nou. Euros/m2 construït","4088.4"
2023,2,1,"Ciutat Vella",3,"la Barceloneta","Nou. Euros/m2 construït","3862.1"
2023,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Nou. Euros/m2 construït","5402.7"
2023,2,2,"Eixample",5,"el Fort Pienc","Nou. Euros/m2 construït","--"
2023,2,2,"Eixample",6,"la Sagrada Família","Nou. Euros/m2 construït","3355.3"
2023,2,2,"Eixample",7,"la Dreta de l'Eixample","Nou. Euros/m2 construït","8598.7"
2023,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Nou. Euros/m2 construït","5825.9"
2023,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Nou. Euros/m2 construït","4265.7"
2023,2,2,"Eixample",10,"Sant Antoni","Nou. Euros/m2 construït","--"
2023,2,3,"Sants-Montjuïc",11,"el Poble Sec","Nou. Euros/m2 construït","--"
2023,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Nou. Euros/m2 construït","--"
2023,2,3,"Sants-Montjuïc",13,"la Marina de Port","Nou. Euros/m2 construït","3548.3"
2023,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Nou. Euros/m2 construït","--"
2023,2,3,"Sants-Montjuïc",15,"Hostafrancs","Nou. Euros/m2 construït","2768.4"
2023,2,3,"Sants-Montjuïc",16,"la Bordeta","Nou. Euros/m2 construït","4329.3"
2023,2,3,"Sants-Montjuïc",17,"Sants - Badal","Nou. Euros/m2 construït","3523.5"
2023,2,3,"Sants-Montjuïc",18,"Sants","Nou. Euros/m2 construït","3135.6"
2023,2,4,"Les Corts",19,"les Corts","Nou. Euros/m2 construït","4593.4"
2023,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Nou. Euros/m2 construït","--"
2023,2,4,"Les Corts",21,"Pedralbes","Nou. Euros/m2 construït","--"
2023,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Nou. Euros/m2 construït","--"
2023,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Nou. Euros/m2 construït","--"
2023,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Nou. Euros/m2 construït","--"
2023,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Nou. Euros/m2 construït","6928.6"
2023,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Nou. Euros/m2 construït","6797.4"
2023,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Nou. Euros/m2 construït","--"
2023,2,6,"Gràcia",28,"Vallcarca i els Penitents","Nou. Euros/m2 construït","4235.5"
2023,2,6,"Gràcia",29,"el Coll","Nou. Euros/m2 construït","3174.3"
2023,2,6,"Gràcia",30,"la Salut","Nou. Euros/m2 construït","--"
2023,2,6,"Gràcia",31,"la Vila de Gràcia","Nou. Euros/m2 construït","--"
2023,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Nou. Euros/m2 construït","--"
2023,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Nou. Euros/m2 construït","3868.2"
2023,2,7,"Horta-Guinardó",34,"Can Baró","Nou. Euros/m2 construït","--"
2023,2,7,"Horta-Guinardó",35,"el Guinardó","Nou. Euros/m2 construït","--"
2023,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Nou. Euros/m2 construït","--"
2023,2,7,"Horta-Guinardó",37,"el Carmel","Nou. Euros/m2 construït","2610.9"
2023,2,7,"Horta-Guinardó",38,"la Teixonera","Nou. Euros/m2 construït","2926.1"
2023,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Nou. Euros/m2 construït","3423.1"
2023,2,7,"Horta-Guinardó",40,"Montbau","Nou. Euros/m2 construït","--"
2023,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Nou. Euros/m2 construït","--"
2023,2,7,"Horta-Guinardó",42,"la Clota","Nou. Euros/m2 construït","--"
2023,2,7,"Horta-Guinardó",43,"Horta","Nou. Euros/m2 construït","3473.1"
2023,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Nou. Euros/m2 construït","--"
2023,2,8,"Nou Barris",45,"Porta","Nou. Euros/m2 construït","--"
2023,2,8,"Nou Barris",46,"el Turó de la Peira","Nou. Euros/m2 construït","--"
2023,2,8,"Nou Barris",47,"Can Peguera","Nou. Euros/m2 construït","--"
2023,2,8,"Nou Barris",48,"la Guineueta","Nou. Euros/m2 construït","--"
2023,2,8,"Nou Barris",49,"Canyelles","Nou. Euros/m2 construït","--"
2023,2,8,"Nou Barris",50,"les Roquetes","Nou. Euros/m2 construït","--"
2023,2,8,"Nou Barris",51,"Verdun","Nou. Euros/m2 construït","--"
2023,2,8,"Nou Barris",52,"la Prosperitat","Nou. Euros/m2 construït","--"
2023,2,8,"Nou Barris",53,"la Trinitat Nova","Nou. Euros/m2 construït","--"
2023,2,8,"Nou Barris",54,"Torre Baró","Nou. Euros/m2 construït","--"
2023,2,8,"Nou Barris",55,"Ciutat Meridiana","Nou. Euros/m2 construït","--"
2023,2,8,"Nou Barris",56,"Vallbona","Nou. Euros/m2 construït","--"
2023,2,9,"Sant Andreu",57,"la Trinitat Vella","Nou. Euros/m2 construït","--"
2023,2,9,"Sant Andreu",58,"Baró de Viver","Nou. Euros/m2 construït","--"
2023,2,9,"Sant Andreu",59,"el Bon Pastor","Nou. Euros/m2 construït","--"
2023,2,9,"Sant Andreu",60,"Sant Andreu","Nou. Euros/m2 construït","4112.6"
2023,2,9,"Sant Andreu",61,"la Sagrera","Nou. Euros/m2 construït","--"
2023,2,9,"Sant Andreu",62,"el Congrés i els Indians","Nou. Euros/m2 construït","--"
2023,2,9,"Sant Andreu",63,"Navas","Nou. Euros/m2 construït","--"
2023,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Nou. Euros/m2 construït","--"
2023,2,10,"Sant Martí",65,"el Clot","Nou. Euros/m2 construït","--"
2023,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Nou. Euros/m2 construït","6158.8"
2023,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Nou. Euros/m2 construït","--"
2023,2,10,"Sant Martí",68,"el Poblenou","Nou. Euros/m2 construït","6545.9"
2023,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Nou. Euros/m2 construït","4402.8"
2023,2,10,"Sant Martí",70,"el Besòs i el Maresme","Nou. Euros/m2 construït","4217.2"
2023,2,10,"Sant Martí",71,"Provençals del Poblenou","Nou. Euros/m2 construït","3270.4"
2023,2,10,"Sant Martí",72,"Sant Martí de Provençals","Nou. Euros/m2 construït","--"
2023,2,10,"Sant Martí",73,"la Verneda i la Pau","Nou. Euros/m2 construït","--"
2023,2,1,"Ciutat Vella",1,"el Raval","Usat. Euros/m2 construït","3331.9"
2023,2,1,"Ciutat Vella",2,"el Barri Gòtic","Usat. Euros/m2 construït","4503.9"
2023,2,1,"Ciutat Vella",3,"la Barceloneta","Usat. Euros/m2 construït","4891.1"
2023,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Usat. Euros/m2 construït","4549.8"
2023,2,2,"Eixample",5,"el Fort Pienc","Usat. Euros/m2 construït","4527.2"
2023,2,2,"Eixample",6,"la Sagrada Família","Usat. Euros/m2 construït","4441.8"
2023,2,2,"Eixample",7,"la Dreta de l'Eixample","Usat. Euros/m2 construït","5605.9"
2023,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Usat. Euros/m2 construït","5188.4"
2023,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Usat. Euros/m2 construït","4454.6"
2023,2,2,"Eixample",10,"Sant Antoni","Usat. Euros/m2 construït","4416.2"
2023,2,3,"Sants-Montjuïc",11,"el Poble Sec","Usat. Euros/m2 construït","3796.8"
2023,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Usat. Euros/m2 construït","--"
2023,2,3,"Sants-Montjuïc",13,"la Marina de Port","Usat. Euros/m2 construït","3986.8"
2023,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Usat. Euros/m2 construït","3294.0"
2023,2,3,"Sants-Montjuïc",15,"Hostafrancs","Usat. Euros/m2 construït","2990.0"
2023,2,3,"Sants-Montjuïc",16,"la Bordeta","Usat. Euros/m2 construït","3673.2"
2023,2,3,"Sants-Montjuïc",17,"Sants - Badal","Usat. Euros/m2 construït","3019.0"
2023,2,3,"Sants-Montjuïc",18,"Sants","Usat. Euros/m2 construït","4581.5"
2023,2,4,"Les Corts",19,"les Corts","Usat. Euros/m2 construït","4521.6"
2023,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Usat. Euros/m2 construït","4681.8"
2023,2,4,"Les Corts",21,"Pedralbes","Usat. Euros/m2 construït","5743.0"
2023,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Usat. Euros/m2 construït","2854.7"
2023,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Usat. Euros/m2 construït","6282.3"
2023,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Usat. Euros/m2 construït","6579.4"
2023,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Usat. Euros/m2 construït","6000.2"
2023,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Usat. Euros/m2 construït","5971.1"
2023,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Usat. Euros/m2 construït","4661.7"
2023,2,6,"Gràcia",28,"Vallcarca i els Penitents","Usat. Euros/m2 construït","3991.6"
2023,2,6,"Gràcia",29,"el Coll","Usat. Euros/m2 construït","2839.7"
2023,2,6,"Gràcia",30,"la Salut","Usat. Euros/m2 construït","4215.6"
2023,2,6,"Gràcia",31,"la Vila de Gràcia","Usat. Euros/m2 construït","4599.0"
2023,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Usat. Euros/m2 construït","4493.3"
2023,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Usat. Euros/m2 construït","3896.7"
2023,2,7,"Horta-Guinardó",34,"Can Baró","Usat. Euros/m2 construït","2852.2"
2023,2,7,"Horta-Guinardó",35,"el Guinardó","Usat. Euros/m2 construït","3811.0"
2023,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Usat. Euros/m2 construït","3740.8"
2023,2,7,"Horta-Guinardó",37,"el Carmel","Usat. Euros/m2 construït","2558.3"
2023,2,7,"Horta-Guinardó",38,"la Teixonera","Usat. Euros/m2 construït","2733.7"
2023,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Usat. Euros/m2 construït","2606.1"
2023,2,7,"Horta-Guinardó",40,"Montbau","Usat. Euros/m2 construït","2683.7"
2023,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Usat. Euros/m2 construït","4524.1"
2023,2,7,"Horta-Guinardó",42,"la Clota","Usat. Euros/m2 construït","--"
2023,2,7,"Horta-Guinardó",43,"Horta","Usat. Euros/m2 construït","3302.3"
2023,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Usat. Euros/m2 construït","2869.8"
2023,2,8,"Nou Barris",45,"Porta","Usat. Euros/m2 construït","2509.2"
2023,2,8,"Nou Barris",46,"el Turó de la Peira","Usat. Euros/m2 construït","2491.4"
2023,2,8,"Nou Barris",47,"Can Peguera","Usat. Euros/m2 construït","2905.4"
2023,2,8,"Nou Barris",48,"la Guineueta","Usat. Euros/m2 construït","2570.5"
2023,2,8,"Nou Barris",49,"Canyelles","Usat. Euros/m2 construït","2735.6"
2023,2,8,"Nou Barris",50,"les Roquetes","Usat. Euros/m2 construït","2091.6"
2023,2,8,"Nou Barris",51,"Verdun","Usat. Euros/m2 construït","2350.6"
2023,2,8,"Nou Barris",52,"la Prosperitat","Usat. Euros/m2 construït","2729.9"
